id,pred_label,pred_noise_type
14e83b466af941bcac6c,CLEAN,MIXED
3f7fa72a80f94200bce3,CLEAN,CHAR_REPEAT
e5a102b6222547c881ac,CLEAN,OBFUSCATION
c52670a53e004d7cb641,CLEAN,ORIGINAL
35995163014441df9f37,OFFENSIVE,NO_DIACRITICS
cc66211835de4839b708,CLEAN,CHAR_REPEAT
63a588fd91a5463cbab0,CLEAN,ORIGINAL
cf4b11afc7da4c09a9d5,CLEAN,ORIGINAL
dccadd2252834ed6be06,CLEAN,OBFUSCATION
db1fa2d86d814ef19766,CLEAN,ORIGINAL
9778d5c2abad4aefb7d8,CLEAN,NO_DIACRITICS
582c03ee00f243b4846c,HATE,NO_DIACRITICS
c3f6229ee2c6422287bf,CLEAN,ORIGINAL
5acf8a998ac0448d9b76,CLEAN,OBFUSCATION
dd18dc545c554fda86ba,CLEAN,NO_DIACRITICS
97209ef968614f0ca927,CLEAN,ORIGINAL
c3be6c3d343a429d85d3,CLEAN,ORIGINAL
1d013567f69e4605a864,CLEAN,PUNCT_NOISE
7da7a6960fcd4c998a26,CLEAN,OBFUSCATION
0ba31b2892c04d9ca13f,CLEAN,ORIGINAL
f35fd2bef91f4ef588cc,CLEAN,TEENCODE
761eeecc376f45dc8b46,CLEAN,OBFUSCATION
f51ea620065e4ee68c66,CLEAN,CHAR_REPEAT
2314d65302624ffd9663,CLEAN,OBFUSCATION
004fe9ca10834aa2b3f5,HATE,NO_DIACRITICS
8f67aa0dcfe447e8844c,CLEAN,ORIGINAL
1fc1733367c045f8b9e5,CLEAN,ORIGINAL
e7c2cd5850894f588333,CLEAN,MIXED
2e2122ec7bc446c98f87,CLEAN,ORIGINAL
de2aeb24183c44cfb47e,CLEAN,NO_DIACRITICS
29681c592122462e823e,CLEAN,OBFUSCATION
f58107cc4bba41699340,CLEAN,CHAR_REPEAT
5be9893af71e49f09acc,CLEAN,NO_DIACRITICS
c8d042873f804983867d,CLEAN,CHAR_REPEAT
bbcedbf8121842d98480,OFFENSIVE,ORIGINAL
2c710eb409d84d95b0e6,CLEAN,CHAR_REPEAT
4e966898f2f24909823a,CLEAN,OBFUSCATION
20e8ebeb01484f3aab69,CLEAN,MIXED
97a943a3121248d99a8c,CLEAN,OBFUSCATION
3612c25b71b5465fbd92,CLEAN,ORIGINAL
1e5d157fb0e0433e9dc4,CLEAN,ORIGINAL
2a14aea368f347df843f,CLEAN,TEENCODE
3c39d5054b2e41028c6f,CLEAN,MIXED
b7ee7911502e46f6b5fd,CLEAN,NO_DIACRITICS
1470f781185742d6b148,CLEAN,ORIGINAL
ec398d21e4374456baec,CLEAN,PUNCT_NOISE
c8344352034c45978f82,OFFENSIVE,OBFUSCATION
9413c01e221a4b10aba6,CLEAN,OBFUSCATION
384f27c15c4f4c66a37c,CLEAN,NO_DIACRITICS
97adcfafb93b4a6586fb,CLEAN,ORIGINAL
345a078010a24c5982c4,OFFENSIVE,ORIGINAL
9c84d6951d37481db437,HATE,PUNCT_NOISE
399aa59e9bb54d2d859e,CLEAN,OBFUSCATION
daa7438cadc9407e98c7,CLEAN,ORIGINAL
8267ba6d6c094b659fd3,OFFENSIVE,ORIGINAL
5046ff86073a4d9c98a6,CLEAN,PUNCT_NOISE
a9c4f391233e49018d79,CLEAN,ORIGINAL
2c25df662c2349e7a290,CLEAN,NO_DIACRITICS
494369acdec5484fb4f9,HATE,ORIGINAL
d8f7a1b3649a4ec692af,CLEAN,PUNCT_NOISE
ff24bc4390c34e8dbb3d,CLEAN,PUNCT_NOISE
d0bc5777ef7243aab399,HATE,OBFUSCATION
04b139db4ad144219e07,CLEAN,ORIGINAL
b7a7f0ee65bc4f88a065,CLEAN,NO_DIACRITICS
341af0c0234947d48962,CLEAN,OBFUSCATION
c681d1b402a949568de3,CLEAN,NO_DIACRITICS
0fccb2161dc34fe0bf13,HATE,ORIGINAL
25ccc28a69264673b3b1,CLEAN,OBFUSCATION
33da4390b72f45f8b259,CLEAN,TEENCODE
1dff5a4a1b5c42fe955e,HATE,ORIGINAL
61442dc194a44a73ae3d,CLEAN,NO_DIACRITICS
bb462cee73d0497a9b14,CLEAN,PUNCT_NOISE
c7b8bbfba08744c4b3bd,CLEAN,OBFUSCATION
d98c6d376a2e41538c14,CLEAN,ORIGINAL
781a9a9bcc0645fcbc3d,CLEAN,CHAR_REPEAT
bdfa201b39b1496db6b3,CLEAN,OBFUSCATION
817928ae47f746458ce1,CLEAN,NO_DIACRITICS
1e96e11406824418bee5,CLEAN,ORIGINAL
a5118ab0d13c4f0fbf94,CLEAN,CHAR_REPEAT
5ac398b7033145219be9,CLEAN,OBFUSCATION
f21967ac7394487f9200,CLEAN,OBFUSCATION
3314be7924a543d086da,CLEAN,MIXED
5932fe4465fa4656ac34,CLEAN,ORIGINAL
5ff338c50cb74183abb3,CLEAN,ORIGINAL
672db80b579d41d881a2,CLEAN,NO_DIACRITICS
a0eaba1da5f44d2bafe0,CLEAN,ORIGINAL
5f95f65075df4e6b9d43,CLEAN,PUNCT_NOISE
430dc1795f1542e0a4d9,CLEAN,OBFUSCATION
4ccfa3cf21b3424eb418,CLEAN,TEENCODE
0f72059089894ea1b46b,CLEAN,NO_DIACRITICS
6a46ecc357f647bfa1e6,CLEAN,CHAR_REPEAT
cd6015deb29d4bfb9563,CLEAN,ORIGINAL
61b4e57ad0764357bc92,OFFENSIVE,PUNCT_NOISE
ba175f3868d24509acfe,HATE,CHAR_REPEAT
39d1a087010049fd8d7a,CLEAN,CHAR_REPEAT
594b9fd794414cf79ec5,CLEAN,ORIGINAL
ed60abf3bc874001a511,CLEAN,CHAR_REPEAT
9e3a0cab893c4753a58d,CLEAN,ORIGINAL
95ef1a43418847789143,HATE,MIXED
21dbc0a0ef274f919470,CLEAN,NO_DIACRITICS
f74610a252ed410b8f56,CLEAN,OBFUSCATION
b38118df7f1b4f18bbb1,CLEAN,OBFUSCATION
df3acbabb7ea45738c95,CLEAN,ORIGINAL
9c4e53947ef944c7aadf,CLEAN,CHAR_REPEAT
b4979e5751eb41f6a37b,CLEAN,MIXED
c6fb408eead747c7b825,HATE,CHAR_REPEAT
fa5c7b7e209341f7b68e,OFFENSIVE,OBFUSCATION
efdebea6c51347429975,HATE,MIXED
b51d5706145a4bccbceb,CLEAN,ORIGINAL
2ac761d4e682404fa8ff,CLEAN,NO_DIACRITICS
ca9469493fc54d619acc,HATE,NO_DIACRITICS
c1eee09241c54abc9702,CLEAN,OBFUSCATION
35319d9858914d669d4c,CLEAN,OBFUSCATION
fa5e17fa36ca4f7aa328,CLEAN,ORIGINAL
1ea28a035f054d989ef2,CLEAN,OBFUSCATION
755ba7c5738f4c62ac5f,CLEAN,MIXED
26c3b8edf6764c4b8c44,CLEAN,NO_DIACRITICS
0fab741de53845eba826,CLEAN,MIXED
56d08cd00b874cfea90a,CLEAN,ORIGINAL
86f7c999693544929aad,CLEAN,ORIGINAL
0b784c4f06614a919a66,CLEAN,NO_DIACRITICS
c9bcc23d8e26408c94cd,CLEAN,OBFUSCATION
0cbc8e6dd9e34bac8df5,CLEAN,MIXED
dc83d28ffc2a4db2b92a,HATE,PUNCT_NOISE
2a738e69d4a84f98920d,CLEAN,OBFUSCATION
f88ff897867844ef8173,CLEAN,PUNCT_NOISE
af9811d1bb014782b5bc,CLEAN,CHAR_REPEAT
8ee3a4156eea4070a935,HATE,ORIGINAL
22e68cff863842d2968d,CLEAN,CHAR_REPEAT
d976109c7b814adb8d5c,CLEAN,OBFUSCATION
bb566b736a574fb38cc2,CLEAN,ORIGINAL
ef3081e5dbf54c76b852,CLEAN,NO_DIACRITICS
ad1d0defa3ef41cdaee1,CLEAN,OBFUSCATION
c1124a289b214a528053,CLEAN,NO_DIACRITICS
818bbf3185d04209b20b,HATE,ORIGINAL
3e9380dd0cd54618943a,OFFENSIVE,NO_DIACRITICS
ec18c0f808c44bc78217,CLEAN,PUNCT_NOISE
2b4a194b07d2408e95b4,CLEAN,ORIGINAL
61805b2dc10a47d69327,CLEAN,ORIGINAL
e81060c27e5340f8bc64,CLEAN,ORIGINAL
cb3f6101053c4bfe9525,CLEAN,ORIGINAL
96ade2daddea4574a48d,CLEAN,CHAR_REPEAT
e727fa082a4b421bbc3a,CLEAN,ORIGINAL
e088b604aed743d09891,CLEAN,CHAR_REPEAT
ff3bee32bc0a47b994d0,CLEAN,MIXED
33c5e71e7ad1485194a6,CLEAN,ORIGINAL
313394b5801f437781ce,CLEAN,ORIGINAL
069730ebd8fb4302ba78,HATE,ORIGINAL
cc2c4fe22b2346979417,CLEAN,NO_DIACRITICS
6272a0534aa045c7a6db,CLEAN,MIXED
dce53ac99ceb4ad9ade1,CLEAN,OBFUSCATION
955f5bf1a45747a1ac80,CLEAN,ORIGINAL
1837cf69b73442d09cd7,CLEAN,ORIGINAL
2c8d26c6c8b54b4591d1,CLEAN,ORIGINAL
7cf1891e0e4348389e0a,CLEAN,OBFUSCATION
69557c54d8f8456da9e3,CLEAN,ORIGINAL
ee92a4d0f1824ed589e1,CLEAN,ORIGINAL
d33ff0bdbff84fbc9881,CLEAN,OBFUSCATION
a415b833f13f4386bfc1,CLEAN,ORIGINAL
d3231bef9e804b2a9d42,CLEAN,NO_DIACRITICS
0da5fde10a154d939cbe,CLEAN,ORIGINAL
c8065b87ea6b4aa49a1c,CLEAN,OBFUSCATION
9aae5087c4d14924802c,CLEAN,NO_DIACRITICS
5f3fddf814ba49ad81b1,CLEAN,NO_DIACRITICS
125f1fdcf88041b3a20a,CLEAN,OBFUSCATION
756f111c11ba4404bbc3,OFFENSIVE,NO_DIACRITICS
65ad29412317482a8839,CLEAN,CHAR_REPEAT
fe1a36d6451e41f8a8b1,CLEAN,ORIGINAL
296d3cb07810494a9156,CLEAN,MIXED
2f4a4a35493a4fffbda3,OFFENSIVE,ORIGINAL
76e7c04b1cd24d829f4b,CLEAN,PUNCT_NOISE
61a4c4f7cda24f1bacc2,CLEAN,ORIGINAL
a44073e2d9b546c0941a,CLEAN,CHAR_REPEAT
179e244bd29248019388,HATE,ORIGINAL
ee8231114fdb4fd582f4,OFFENSIVE,ORIGINAL
e6d5d690e1c44c13ae0d,HATE,PUNCT_NOISE
757d3940472e467a9f67,CLEAN,OBFUSCATION
0b014191c90c41ea814e,CLEAN,CHAR_REPEAT
916cc342681a49ec90a5,CLEAN,PUNCT_NOISE
76aa43e1152f40f08abd,CLEAN,ORIGINAL
14720e42d5814c07ac1b,CLEAN,ORIGINAL
324b5903db02496bb26a,CLEAN,NO_DIACRITICS
73512aa16b694e8d9f77,CLEAN,CHAR_REPEAT
c60197ee119f42bbaa86,CLEAN,ORIGINAL
f415a81c290b43c1b55d,CLEAN,ORIGINAL
d4d51492d7cf4cafaf04,CLEAN,ORIGINAL
9221ea48cf09433e8e76,CLEAN,ORIGINAL
4cdf1d99a5cb427a92fd,CLEAN,ORIGINAL
c4de6c54c80d46c597c4,CLEAN,ORIGINAL
a3325312e6e345dd8a4e,CLEAN,CHAR_REPEAT
e0604ca6c99f4c5ab7bd,CLEAN,ORIGINAL
91f6a574f1fa461385bc,HATE,ORIGINAL
ed82690dd2264cfeae43,CLEAN,TEENCODE
113a13a695f44c3e9a4e,CLEAN,ORIGINAL
a35fea7fe49d459c8561,CLEAN,OBFUSCATION
96f11bb802e44d5a93cf,CLEAN,ORIGINAL
24b5372bc5914673a529,CLEAN,CHAR_REPEAT
14dbce276c964ecb8b6e,HATE,NO_DIACRITICS
0b4f95c3d2c741828f01,CLEAN,NO_DIACRITICS
10175a48f7a44647be2a,CLEAN,CHAR_REPEAT
1fed9280d7874a39a7a5,CLEAN,ORIGINAL
5a5c26775f4f46779bf1,OFFENSIVE,MIXED
6fea6298e99c43a49b9a,CLEAN,NO_DIACRITICS
91f4c44cb5094493b9ab,OFFENSIVE,CHAR_REPEAT
5b3dc0976cd84d70a607,CLEAN,PUNCT_NOISE
fbc9ad82357640bfbbb7,CLEAN,PUNCT_NOISE
7d39f093301746d99ef0,CLEAN,ORIGINAL
cd6920cb05e64ad8a8f0,OFFENSIVE,NO_DIACRITICS
4c8e27f396bc430b9cb8,CLEAN,ORIGINAL
4048eed05b7e4ee6acac,CLEAN,ORIGINAL
898002022dd146e28f9c,CLEAN,CHAR_REPEAT
b8f884426cb44b78a4e7,CLEAN,ORIGINAL
352e908d8f134e9fa0b0,CLEAN,ORIGINAL
d94f06670b9042289074,CLEAN,PUNCT_NOISE
783884d1731141ae9846,CLEAN,PUNCT_NOISE
af92260a22a94ce59741,CLEAN,ORIGINAL
26b007badb6c423d90c0,CLEAN,NO_DIACRITICS
6796c2d6be594e40869f,CLEAN,NO_DIACRITICS
df74bf594c9e47068d6f,CLEAN,OBFUSCATION
8463086d8d5e44a2af0c,OFFENSIVE,ORIGINAL
ff7733f2bf454fbc9740,CLEAN,MIXED
dd55e8f92f5b41b29cac,CLEAN,PUNCT_NOISE
24aa1048eafc404f9d78,CLEAN,NO_DIACRITICS
caf632dfb4a2459298a2,CLEAN,NO_DIACRITICS
9e00303a67f3412d99aa,CLEAN,NO_DIACRITICS
d557879298254103a1ba,OFFENSIVE,ORIGINAL
e7dad58afe9b4b2fa5d8,CLEAN,ORIGINAL
85f2ba2aee054c6b84c3,CLEAN,NO_DIACRITICS
10e6b21d7f70405eb53e,CLEAN,MIXED
5ca6598b721442358a2c,CLEAN,ORIGINAL
cc9331b920dc427f9c23,OFFENSIVE,ORIGINAL
5e1b26c4a2e641e98c9f,CLEAN,NO_DIACRITICS
21b3db8c5e8147d2bdda,CLEAN,PUNCT_NOISE
a00ef6f68e204320a4bf,CLEAN,OBFUSCATION
5e3c82df59524b918bb5,CLEAN,ORIGINAL
c93b395340f941b98397,CLEAN,ORIGINAL
7fa0e7263fd8485f883b,OFFENSIVE,ORIGINAL
20275d98fef343fba544,CLEAN,MIXED
392c9a3e3eef4041a977,CLEAN,OBFUSCATION
07fb559571354da48703,CLEAN,CHAR_REPEAT
8f90b08149b441b2b54c,CLEAN,CHAR_REPEAT
90712a8539d84486aa57,CLEAN,CHAR_REPEAT
c1d83ba8c2cc4605a0f3,CLEAN,TEENCODE
5e578b7477824024a057,CLEAN,CHAR_REPEAT
e28e5026889a4ee8bce2,CLEAN,ORIGINAL
d8f72251c1774c2f8097,CLEAN,OBFUSCATION
1a5e98400b454e3ab4f6,OFFENSIVE,MIXED
9e7352f359f74881b863,CLEAN,ORIGINAL
fb0df824e77a4520937f,CLEAN,MIXED
83c9dd3e5a574d248f99,CLEAN,ORIGINAL
57af5a2f4b4d4152a432,CLEAN,ORIGINAL
0771a6f65c7447a7ac49,CLEAN,ORIGINAL
48fcddc007774df8b428,CLEAN,PUNCT_NOISE
8f66ee49db4b4a038e86,CLEAN,PUNCT_NOISE
41024d9d737a438783a3,CLEAN,NO_DIACRITICS
b0424cfa9e7842dfae4a,CLEAN,TEENCODE
eba679ad4dbd4d27b676,CLEAN,CHAR_REPEAT
0a1cbe32af734ee6869f,CLEAN,NO_DIACRITICS
e2ebe4aaf35a4ec4ba28,CLEAN,CHAR_REPEAT
92f4acaf71c44471bc57,CLEAN,ORIGINAL
f7bbdb6993e54fac910e,OFFENSIVE,TEENCODE
ba69c0e1e1c948b7a4cf,OFFENSIVE,NO_DIACRITICS
d12496806a354c3da79c,CLEAN,ORIGINAL
a5f7fad6f97147369bee,CLEAN,ORIGINAL
bf467288e4d64747a626,CLEAN,PUNCT_NOISE
7714ea1b69c1437fbb14,CLEAN,ORIGINAL
ded2bf8dbba842c4accb,CLEAN,NO_DIACRITICS
8339f614d2284ce79d32,CLEAN,OBFUSCATION
c0cec404b6164cacbdf2,CLEAN,ORIGINAL
010c5c8cf33d408cbf03,CLEAN,PUNCT_NOISE
6077e85cc81a4158bc18,CLEAN,TEENCODE
9fe9afdbc3074d7b89d6,CLEAN,PUNCT_NOISE
5dd10a0ad3884350bb59,CLEAN,ORIGINAL
6b31765b1a834a91927a,CLEAN,ORIGINAL
aa69a1cc8a944cc484c5,CLEAN,OBFUSCATION
67c69f2d42e44e4ab6d2,CLEAN,ORIGINAL
1e8dbbb4279545db85da,CLEAN,ORIGINAL
b9f073c3af0840f39f56,CLEAN,ORIGINAL
ad7fddae112547d6a9ac,CLEAN,PUNCT_NOISE
fe585c96158e4268835a,CLEAN,OBFUSCATION
aa61a533e5304b9995a3,CLEAN,ORIGINAL
7c23ccf5399c4a529b2f,CLEAN,OBFUSCATION
86301d9099714307bf2e,CLEAN,ORIGINAL
507598c86f5042a6b922,CLEAN,ORIGINAL
a42d7e3555f34bb6bb7e,CLEAN,TEENCODE
679c14b71a714423b3be,CLEAN,ORIGINAL
ae4a7f0f53534646a3b2,CLEAN,CHAR_REPEAT
df6b3698d06f49daa4a4,CLEAN,NO_DIACRITICS
388715d7c323489e8860,HATE,ORIGINAL
63c50270a1694769add2,CLEAN,OBFUSCATION
4d7fd2791e684dcfb6ad,CLEAN,TEENCODE
896c44f8aa3f4294b596,HATE,TEENCODE
09163ea60ca2442db80a,CLEAN,OBFUSCATION
e8305e20125b465b944b,CLEAN,ORIGINAL
c21af21be968499dbd8c,CLEAN,PUNCT_NOISE
0e3deffbd92d4692904f,OFFENSIVE,CHAR_REPEAT
e427e7be498f45958bc4,CLEAN,MIXED
2155ef3680454a9ba45d,CLEAN,MIXED
4a7b9c0daa864b938c0d,CLEAN,ORIGINAL
cfb45fd7071e47ef8a2f,CLEAN,OBFUSCATION
50af0b5a7948499fabce,CLEAN,OBFUSCATION
a8a5912b16104578853a,CLEAN,CHAR_REPEAT
3115945c6181417fb913,HATE,OBFUSCATION
80f6ef4a2f174161bb28,CLEAN,CHAR_REPEAT
ee2abcfc156a41918a84,CLEAN,ORIGINAL
e55bc712aef2497c97bf,CLEAN,ORIGINAL
023c8cc764b24f648ab1,CLEAN,ORIGINAL
37b93901fca349e68356,CLEAN,ORIGINAL
5051a722c2ec466896ac,CLEAN,PUNCT_NOISE
153c64476ddd4f90a279,CLEAN,NO_DIACRITICS
079040d175fa4948ab6a,CLEAN,PUNCT_NOISE
e7845434b0cf488c8fed,CLEAN,OBFUSCATION
b7b40aec482d4255a1c8,CLEAN,MIXED
bbb7f46fe053487eb1f8,CLEAN,CHAR_REPEAT
9817f8ac4a534f728ab7,CLEAN,OBFUSCATION
4501ca9522c84363bd2b,CLEAN,NO_DIACRITICS
b11e32c41ba74e28b1be,CLEAN,CHAR_REPEAT
d9cee28c7b78446cb98b,CLEAN,ORIGINAL
d964ed0287484c7cb088,CLEAN,ORIGINAL
ecd79a3459734365b49e,HATE,NO_DIACRITICS
d80310de522d42c799e3,HATE,CHAR_REPEAT
f895ac178fed4e68b922,CLEAN,ORIGINAL
76962b479abf4571bf02,CLEAN,OBFUSCATION
9dcb313fc36840f89f5a,CLEAN,ORIGINAL
268e67d9ef964942a888,CLEAN,CHAR_REPEAT
f1feefc6891a4087a332,CLEAN,ORIGINAL
945b2cb652bf4b1bbf3b,CLEAN,ORIGINAL
9d4d6df5b28041ed9bc5,OFFENSIVE,NO_DIACRITICS
5751c7eae32d45278874,CLEAN,MIXED
1d0bd3e5bb274adfa585,CLEAN,MIXED
0695c6b0e8db48dcb3fb,CLEAN,PUNCT_NOISE
97ecada5944041218688,HATE,PUNCT_NOISE
4eb8d394775a42a0aa6b,CLEAN,CHAR_REPEAT
9f1ea415e1dc479eb6a5,CLEAN,ORIGINAL
01d54ff8d18e4c15aaad,HATE,MIXED
4990b1901e354badbb5a,CLEAN,OBFUSCATION
71158a6247834566bee4,CLEAN,OBFUSCATION
9ce1f8fd69ac47baa1f5,CLEAN,OBFUSCATION
8c262eb014f84bb58560,CLEAN,CHAR_REPEAT
6f4f2b1b8d4e48359d04,OFFENSIVE,NO_DIACRITICS
a9bafed064ad494d9fc2,CLEAN,NO_DIACRITICS
a0d6936545b64961af20,CLEAN,ORIGINAL
3520d4d40962488db671,CLEAN,OBFUSCATION
91aa9b3f051040bebf6f,CLEAN,NO_DIACRITICS
fba32ef4138249e79b51,CLEAN,ORIGINAL
2054e92c3892439bb09a,CLEAN,NO_DIACRITICS
b1314eba18ab4a3a9796,CLEAN,OBFUSCATION
210bbc54d4f14b0f90f7,CLEAN,CHAR_REPEAT
c29ee9ac2eca4f33b68b,CLEAN,ORIGINAL
e998e0df4f7845f88931,CLEAN,PUNCT_NOISE
cabce5f1576c427c9877,CLEAN,NO_DIACRITICS
f63b8fe1a9704fedaddb,CLEAN,PUNCT_NOISE
9f69ed3a4b91423caa57,CLEAN,NO_DIACRITICS
